62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443
83.61273924,83.61273924,104.515924,125.4191089,167.2254785,167.2254785,167.2254785,167.2254785,167.2254785,125.4191089,104.515924,83.61273924,83.61273924
83.61273924,146.3222937,167.2254785,271.7414025,313.5477721,355.3541418,376.2573266,355.3541418,313.5477721,271.7414025,167.2254785,146.3222937,83.61273924
62.70955443,125.4191089,250.8382177,334.4509569,418.0636962,459.8700658,480.7732506,459.8700658,418.0636962,334.4509569,250.8382177,125.4191089,62.70955443
62.70955443,146.3222937,250.8382177,397.1605114,501.6764354,606.1923595,647.9987291,606.1923595,501.6764354,397.1605114,250.8382177,146.3222937,62.70955443
62.70955443,188.1286633,334.4509569,501.6764354,668.9019139,877.933762,898.8369468,877.933762,668.9019139,501.6764354,334.4509569,188.1286633,62.70955443
83.61273924,292.6445873,522.5796202,731.6114683,836.1273924,1003.352871,1191.481534,1003.352871,836.1273924,731.6114683,522.5796202,292.6445873,83.61273924
83.61273924,418.0636962,564.3859898,2759.220395,4368.765625,7608.759271,9845.400045,7608.759271,4368.765625,2759.220395,564.3859898,418.0636962,83.61273924
83.61273924,627.0955443,2654.704471,9134.691762,13858.81153,18102.15804,21488.47398,18102.15804,13858.81153,9134.691762,2654.704471,627.0955443,83.61273924
83.61273924,606.1923595,4912.24843,9803.593676,16346.29052,22031.95679,25042.0154,22031.95679,16346.29052,9803.593676,4912.24843,606.1923595,83.61273924
83.61273924,752.5146531,6417.277736,12144.75037,11768.49305,17914.02938,22073.76316,17914.02938,11768.49305,12144.75037,6417.277736,752.5146531,83.61273924
83.61273924,606.1923595,4912.24843,9803.593676,16346.29052,22031.95679,25042.0154,22031.95679,16346.29052,9803.593676,4912.24843,606.1923595,83.61273924
83.61273924,627.0955443,2654.704471,9134.691762,13858.81153,18102.15804,21488.47398,18102.15804,13858.81153,9134.691762,2654.704471,627.0955443,83.61273924
83.61273924,418.0636962,564.3859898,2759.220395,4368.765625,7608.759271,9845.400045,7608.759271,4368.765625,2759.220395,564.3859898,418.0636962,83.61273924
83.61273924,292.6445873,522.5796202,731.6114683,836.1273924,1003.352871,1191.481534,1003.352871,836.1273924,731.6114683,522.5796202,292.6445873,83.61273924
62.70955443,188.1286633,334.4509569,501.6764354,668.9019139,877.933762,898.8369468,877.933762,668.9019139,501.6764354,334.4509569,188.1286633,62.70955443
62.70955443,146.3222937,250.8382177,397.1605114,501.6764354,606.1923595,647.9987291,606.1923595,501.6764354,397.1605114,250.8382177,146.3222937,62.70955443
62.70955443,125.4191089,250.8382177,334.4509569,418.0636962,459.8700658,480.7732506,459.8700658,418.0636962,334.4509569,250.8382177,125.4191089,62.70955443
83.61273924,146.3222937,167.2254785,271.7414025,313.5477721,355.3541418,376.2573266,355.3541418,313.5477721,271.7414025,167.2254785,146.3222937,83.61273924
83.61273924,83.61273924,104.515924,125.4191089,167.2254785,167.2254785,167.2254785,167.2254785,167.2254785,125.4191089,104.515924,83.61273924,83.61273924
62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443,62.70955443
